In Order of PValue (Interesting Regressions Highlighted):
Index, Chart, Subset, N=, Slope, p-value, R^2, Y-intercept, X-mean, Y-mean, SD, CC
4330, LnTps0 / LnCac1 vs. LnPav0, BetaUZeta, 52, 0.1095, 0.5858, 0.2383, 0.0237, 0.2687, 0.0532, 0.0233, 0.4881
4331, DPav / Ncpv1 vs. Pav0, Zeta, 12, -80.0516, 0.5859, 0.2755, 0.0560, 0.0001, 0.0506, 0.0001, -0.5249
4332, LnDTcpv / LnPav0 vs. LnNcpv1, BetaUZeta, 52, -0.0060, 0.5859, 0.2382, 5.1588, 46.2381, 4.8800, 8.9512, -0.4881
4333, DCac / Tps0 vs. Tps1, Alpha, 88, 0.3465, 0.5860, 0.2342, 1.3985, 2.1622, 2.1477, 0.4662, 0.4840
4334, LnCac1 / LnNcpv0 vs. DPav, Alpha, 88, 0.0127, 0.5861, 0.2342, 0.0074, 0.3644, 0.0120, 0.0488, 0.4839
4335, Ncpv1 / Pav1 vs. Tps0, Zeta, 12, -0.0019, 0.5861, 0.2753, 6.5097, 2107.8225, 2.5000, 241.8016, -0.5247
4336, LnTps0 / LnTps1 vs. LnDCac, Beta, 40, 1.9687, 0.5862, 0.2409, 0.7484, 0.7593, 2.2432, 0.0514, 0.4908
4337, LnTcpv0 / LnPav0 vs. LnDPav, Eta, 17, -0.0002, 0.5862, 0.2596, 0.0380, 61.8170, 0.0228, 6.6342, -0.5096
4338, LnDTcpv / LnCac1 vs. DPav, Alpha, 88, 0.0123, 0.5862, 0.2340, 0.0089, 0.2547, 0.0120, 0.0503, 0.4837
4339, LnDCac / LnDPav vs. LnNcpv1, Eta, 17, -0.0019, 0.5863, 0.2596, 5.7017, 201.8262, 5.3220, 46.9889, -0.5095
4340, DCac / Tcpv1 vs. Ncpv1, Eta, 17, -233.4197, 0.5863, 0.2595, 389.5993, 0.5987, 249.8471, 0.0835, -0.5094
4341, LnTps1 / LnPav0 vs. LnPav1, Theta, 23, -0.0007, 0.5864, 0.2506, 0.0807, 43.3656, 0.0509, 4.8071, -0.5006
4342, DTcpv / Tps0 vs. Tps1, Omega, 100, 0.8301, 0.5864, 0.2331, 1.3710, 0.9625, 2.1700, 0.1776, 0.4829
4343, LnCac1 / LnPav1 vs. LnTps0, Omega, 100, 0.0077, 0.5864, 0.2331, 0.3817, 32.3501, 0.6315, 4.8981, 0.4828
4344, LnTps1 / LnNcpv0 vs. LnDPav, Beta, 40, 0.0601, 0.5864, 0.2406, -0.0012, 0.3248, 0.0183, 0.0166, 0.4905
4345, LnDCac / LnTcpv0 vs. LnPav0, Eta, 17, -0.1112, 0.5865, 0.2593, 0.1801, 0.9112, 0.0787, 0.0465, -0.5093
4346, DCac / Pav0 vs. Tps1, Alpha, 88, 0.0053, 0.5865, 0.2337, 1.3684, 147.3567, 2.1477, 30.5058, 0.4834
4347, Tcpv0 / Tcpv1 vs. LnDTcpv, Zeta, 12, 1.1633, 0.5866, 0.2748, 0.3899, 0.5113, 0.9847, 0.1394, 0.5242
4348, LnTps1 / LnPav1 vs. LnCac1, Zeta, 12, 0.1167, 0.5866, 0.2747, 0.7020, 15.2264, 2.4788, 3.6007, 0.5241
4349, DPav / Tps0 vs. Ncpv1, Alpha, 88, 13060.5145, 0.5866, 0.2336, 72.2878, 0.0026, 106.1943, 0.0005, 0.4833
4350, LnNcpv0 / LnPav0 vs. LnDTcpv, Omega, 100, -0.0014, 0.5866, 0.2329, 1.3943, 353.6064, 0.9166, 38.5152, -0.4826
4351, DCac / Ncpv0 vs. LnDTcpv, Omega, 100, 2.9176, 0.5867, 0.2329, 0.7253, 0.0656, 0.9166, 0.0178, 0.4826
4352, DTcpv / Ncpv1 vs. LnDCac, Omega, 100, 13.5048, 0.5867, 0.2329, 0.6478, 0.0317, 1.0754, 0.0051, 0.4826
4353, Cac0 / Tcpv0 vs. DNcpv, Alpha, 88, 11.7218, 0.5867, 0.2335, 21.5126, 0.9468, 32.6114, 0.1443, 0.4832
4354, DTcpv / Tps1 vs. Tps0, Alpha, 88, 0.8649, 0.5868, 0.2334, 0.8297, 0.8275, 1.5455, 0.1535, 0.4832
4355, Tcpv0 / Tcpv1 vs. Cac1, BetaUZeta, 52, 220.2577, 0.5868, 0.2373, -29.8445, 0.6488, 113.0577, 0.0458, 0.4872
4356, LnDNcpv / LnTcpv1 vs. LnCac1, Theta, 23, -0.2438, 0.5869, 0.2501, 3.4019, 2.5995, 2.7681, 0.6579, -0.5001
4357, DNcpv / Tps1 vs. DPav, Omega, 100, 0.0004, 0.5871, 0.2325, 0.0081, 8.0755, 0.0117, 1.3087, 0.4822
4358, LnTps1 / LnNcpv0 vs. DNcpv, Theta, 23, 129.3998, 0.5871, 0.2499, 0.8679, 0.2876, 38.0826, 0.0222, 0.4999
4359, LnDCac / LnNcpv0 vs. LnDPav, Alpha, 88, 0.0192, 0.5871, 0.2331, 0.0077, 0.2172, 0.0119, 0.0314, 0.4829
4360, DCac / Tps0 vs. Ncpv1, Alpha, 88, 13.0181, 0.5871, 0.2331, 78.0470, 2.1622, 106.1943, 0.4662, 0.4828
4361, DNcpv vs. DTcpv, Omega, 100, 0.1138, 0.5874, 0.2322, 0.4226, 31.4950, 4.0070, 3.1676, 0.4819
4362, DTcpv vs. DNcpv, Omega, 100, 2.0403, 0.5874, 0.2322, 23.3195, 4.0070, 31.4950, 0.7481, 0.4819
4363, DTcpv / Tps0 vs. Cac1, Alpha, 88, 31.3625, 0.5875, 0.2327, 23.4110, 0.9732, 53.9318, 0.1949, 0.4824
4364, Cac0 / Ncpv1 vs. Pav1, Zeta, 12, 0.0188, 0.5876, 0.2736, 0.0452, 0.7831, 0.0599, 0.3122, 0.5231
4365, DTps / Ncpv1 vs. LnDNcpv, Zeta, 12, 30.3028, 0.5876, 0.2736, 3.0250, -0.0042, 2.8963, 0.0047, 0.5231
4366, LnTps1 / LnNcpv1 vs. LnPav1, Zeta, 12, 0.1073, 0.5877, 0.2736, 0.0362, 0.1994, 0.0576, 0.0512, 0.5231
4367, LnNcpv1 / LnPav1 vs. DPav, BetaUZeta, 52, -0.0001, 0.5877, 0.2364, 0.0262, 106.5777, 0.0164, 10.1145, -0.4863
4368, Cac1 / Ncpv0 vs. LnDCac, Eta, 17, 0.3762, 0.5877, 0.2581, 2.9710, 1.3929, 3.4949, 0.2387, 0.5080
4369, LnDTcpv / LnNcpv0 vs. LnCac1, Beta, 40, 4.1149, 0.5877, 0.2394, 2.2047, 0.3820, 3.7768, 0.0327, 0.4892
4370, LnTps0 / LnCac1 vs. LnDNcpv, Alpha, 88, 2.9530, 0.5878, 0.2325, 2.5939, 0.1389, 3.0042, 0.0196, 0.4821
4371, DTps / Tps0 vs. LnDTps, BetaUZeta, 52, 0.3203, 0.5878, 0.2363, 0.5305, 0.2980, 0.6260, 0.1038, 0.4861
4372, DCac / DTcpv vs. Tcpv1, Omega, 100, 4.2827, 0.5878, 0.2318, 16.8010, 1.3776, 22.7010, 0.4805, 0.4814
4373, DTcpv / Tps1 vs. Ncpv0, Alpha, 88, 30.7933, 0.5880, 0.2323, 48.1011, 0.8275, 73.5830, 0.1535, 0.4819
4374, LnDTps / LnCac0 vs. LnNcpv1, Theta, 23, 1.8788, 0.5881, 0.2489, 4.4197, 0.1599, 4.7201, 0.0448, 0.4989
4375, LnCac1 / LnPav1 vs. LnTps0, Alpha, 88, 0.0075, 0.5882, 0.2321, 0.3463, 31.9190, 0.5843, 5.3699, 0.4818
4376, LnDNcpv / LnDPav vs. LnTcpv1, Alpha, 88, -0.0025, 0.5883, 0.2320, 2.6053, 433.4060, 1.5431, 36.5869, -0.4817
4377, LnDTcpv / LnNcpv1 vs. LnTps0, Beta, 40, 1.8244, 0.5884, 0.2387, 0.6103, 0.3511, 1.2509, 0.0298, 0.4886
4378, LnTps0 / LnCac1 vs. LnDTps, Omega, 100, 1.2578, 0.5884, 0.2312, 0.1844, 0.1397, 0.3602, 0.0181, 0.4808
4379, LnDTcpv / LnCac1 vs. LnDPav, Alpha, 88, 0.0120, 0.5885, 0.2318, 0.0089, 0.2547, 0.0119, 0.0503, 0.4815
4380, LnTps1 / LnNcpv0 vs. DPav, Beta, 40, 0.0612, 0.5885, 0.2386, -0.0014, 0.3248, 0.0185, 0.0166, 0.4885
4381, LnDCac / LnNcpv0 vs. DPav, Alpha, 88, 0.0196, 0.5885, 0.2318, 0.0078, 0.2172, 0.0120, 0.0314, 0.4815
4382, Cac0 / Tcpv0 vs. Pav0, Omega, 100, 0.0082, 0.5885, 0.2312, 0.0218, 1.2626, 0.0321, 0.2224, 0.4808
4383, LnTps0 / LnNcpv0 vs. LnDNcpv, Alpha, 88, 3.3832, 0.5885, 0.2318, 2.5851, 0.1239, 3.0042, 0.0171, 0.4815
4384, DCac / Tcpv0 vs. Ncpv1, Theta, 23, -50.3570, 0.5885, 0.2485, 175.6934, 0.6851, 141.1957, 0.1810, -0.4985
4385, LnDNcpv / LnTcpv0 vs. LnCac1, Theta, 23, -0.2945, 0.5886, 0.2483, 3.3787, 2.0737, 2.7681, 0.5429, -0.4983
4386, DCac / Ncpv0 vs. Pav0, Zeta, 12, 0.1117, 0.5886, 0.2725, 0.0514, -0.0070, 0.0506, 0.0517, 0.5220
4387, LnNcpv1 / LnTcpv0 vs. LnNcpv0, Beta, 40, -0.1888, 0.5887, 0.2384, 5.0181, 2.1710, 4.6083, 0.3737, -0.4883
4388, Cac0 / Tcpv1 vs. DNcpv, Eta, 17, 43.5881, 0.5888, 0.2569, -24.3109, 2.0835, 66.5059, 0.1290, 0.5069
4389, LnDNcpv / LnDPav vs. LnPav1, Eta, 17, -0.0002, 0.5889, 0.2569, 0.1352, 200.0523, 0.0996, 33.9139, -0.5069
4390, Cac0 vs. DPav, Alpha, 88, 0.0001, 0.5889, 0.2315, 0.0094, 44.6818, 0.0120, 10.3641, 0.4811
4391, LnDNcpv / LnCac0 vs. LnPav1, Alpha, 88, 0.0318, 0.5889, 0.2314, 0.0270, 0.4067, 0.0399, 0.0699, 0.4810
4392, DCac / Tps0 vs. DTcpv, Alpha, 88, 0.8572, 0.5889, 0.2314, 2.2454, 2.1622, 4.0989, 0.4662, 0.4810
4393, LnCac1 / LnNcpv1 vs. DTcpv, Beta, 40, 15.6310, 0.5889, 0.2382, -2.9712, 0.7454, 8.6800, 0.0485, 0.4880
4394, Cac1 / Pav1 vs. DTcpv, Zeta, 12, 0.0021, 0.5891, 0.2721, 1.1936, 1036.9334, 3.3333, 367.7522, 0.5216
4395, DPav / Ncpv0 vs. LnDCac, Theta, 23, -1275.2940, 0.5891, 0.2479, 1.6296, 0.0002, 1.3180, 0.0001, -0.4979
4396, DTcpv / Tps1 vs. Cac1, Alpha, 88, 39.6800, 0.5892, 0.2311, 21.0961, 0.8275, 53.9318, 0.1535, 0.4808
4397, DTcpv / Pav1 vs. Tcpv1, Alpha, 88, 0.2336, 0.5892, 0.2311, 5.6927, 65.6231, 21.0216, 9.1023, 0.4807
4398, LnDTps / LnTcpv1 vs. LnCac0, Beta, 40, -1.0545, 0.5892, 0.2379, 3.8687, 0.4252, 3.4204, 0.1449, -0.4877
4399, Tcpv1 / Pav0 vs. Ncpv1, Alpha, 88, 0.1185, 0.5893, 0.2311, 63.3273, 361.6866, 106.1943, 50.9759, 0.4807
4400, LnDPav / LnPav1 vs. LnTps0, Omega, 100, -1.6218, 0.5893, 0.2304, 1.2501, 0.3814, 0.6315, 0.0232, -0.4800
4401, LnTps0 / LnNcpv0 vs. LnDTcpv, BetaUZeta, 52, 3.7104, 0.5893, 0.2349, 0.6657, 0.2507, 1.5959, 0.0197, 0.4847
4402, LnCac1 / LnNcpv1 vs. LnDPav, Alpha, 88, 0.0132, 0.5894, 0.2310, 0.0074, 0.3388, 0.0119, 0.0455, 0.4806
4403, LnNcpv0 / LnTcpv0 vs. LnCac0, Beta, 40, -0.5109, 0.5894, 0.2377, 4.4046, 1.9263, 3.4204, 0.2989, -0.4876
4404, DNcpv / DTcpv vs. LnDTcpv, Eta, 17, -0.0502, 0.5895, 0.2562, 2.8881, 6.7729, 2.5482, 1.7293, -0.5062
4405, Tps0 / Ncpv0 vs. DPav, Zeta, 12, -0.1820, 0.5896, 0.2715, 0.0155, 0.0340, 0.0093, 0.0119, -0.5211
4406, Tcpv1 / Pav1 vs. Pav0, BetaUZeta, 52, 0.0000, 0.5896, 0.2346, 0.0319, 488.1574, 0.0553, 56.2972, 0.4844
4407, Tps1 / Ncpv0 vs. Ncpv1, Eta, 17, -2782.4440, 0.5897, 0.2561, 369.5752, 0.0430, 249.8471, 0.0070, -0.5060
4408, LnTps1 / LnPav0 vs. LnDTcpv, Zeta, 12, 0.0258, 0.5897, 0.2714, 0.4520, 20.6726, 0.9847, 6.2542, 0.5209
4409, LnDCac / LnDPav vs. LnTps1, Eta, 17, -0.0013, 0.5898, 0.2560, 2.1463, 201.8262, 1.8844, 46.9889, -0.5060
4410, LnDCac / LnPav1 vs. DTps, Zeta, 12, 0.0178, 0.5901, 0.2710, -0.6701, 28.3414, -0.1667, 8.2834, 0.5205
4411, LnDPav / LnNcpv1 vs. LnDTcpv, Alpha, 88, 248.6621, 0.5902, 0.2302, 0.2708, 0.0026, 0.9073, 0.0002, 0.4798
4412, Cac0 / Pav1 vs. Tps0, Theta, 23, 0.0014, 0.5902, 0.2468, 1.1440, 625.3218, 2.0435, 156.1658, 0.4968
4413, Ncpv1 / Pav0 vs. LnDCac, Beta, 40, -0.0005, 0.5902, 0.2369, 3.9950, 3682.0559, 2.2432, 211.1562, -0.4868
4414, LnNcpv0 / LnPav0 vs. LnDTcpv, Eta, 17, -0.0083, 0.5903, 0.2554, 3.2261, 81.7868, 2.5482, 10.4528, -0.5054
4415, DNcpv / DPav vs. Ncpv1, Eta, 17, 0.0588, 0.5904, 0.2553, 101.0387, 2531.0073, 249.8471, 328.8301, 0.5053
4416, LnTps0 / LnCac0 vs. DTcpv, Alpha, 88, 17.4079, 0.5904, 0.2300, 1.4896, 0.1499, 4.0989, 0.0229, 0.4796
4417, LnTps1 / LnCac1 vs. LnNcpv0, Alpha, 88, 2.0165, 0.5904, 0.2300, 3.0109, 0.2281, 3.4708, 0.0380, 0.4796
4418, LnDNcpv / LnNcpv1 vs. DPav, BetaUZeta, 52, 0.0461, 0.5904, 0.2338, -0.0159, 0.7015, 0.0164, 0.0200, 0.4836
4419, LnCac1 / LnNcpv0 vs. LnDNcpv, Alpha, 88, 1.1788, 0.5904, 0.2300, 2.5745, 0.3644, 3.0042, 0.0488, 0.4795
4420, LnDNcpv / LnDPav vs. LnPav1, Theta, 23, -0.0001, 0.5906, 0.2464, 0.0709, 311.9733, 0.0509, 51.1826, -0.4964
4421, LnDCac / LnNcpv1 vs. DTcpv, BetaUZeta, 52, 17.2793, 0.5906, 0.2336, 0.2941, 0.4139, 7.4462, 0.0355, 0.4833
4422, Cac1 / Pav0 vs. Ncpv1, Zeta, 12, 0.0281, 0.5907, 0.2703, 84.5661, 1119.7875, 116.0250, 413.0463, 0.5199
4423, Cac1 / Ncpv0 vs. DTcpv, Beta, 40, 5.5623, 0.5907, 0.2365, 4.1020, 0.8230, 8.6800, 0.1357, 0.4863
4424, Tps0 / Pav1 vs. DCac, Theta, 23, 0.0420, 0.5907, 0.2463, 1.9518, 39.4939, 3.6087, 7.4406, 0.4963
4425, LnDNcpv / LnTps1 vs. LnDCac, Zeta, 12, 0.4624, 0.5907, 0.2703, 0.6733, 1.7542, 1.4845, 0.4759, 0.5199
4426, Ncpv1 / Tcpv1 vs. DTps, Eta, 17, 0.4317, 0.5907, 0.2550, -0.3986, 3.6486, 1.1765, 0.4651, 0.5050
4427, DCac / DNcpv vs. LnDTcpv, Omega, 100, 0.9045, 0.5908, 0.2289, 0.7127, 0.2255, 0.9166, 0.0570, 0.4785
4428, LnCac1 / LnNcpv1 vs. DPav, Alpha, 88, 0.0134, 0.5910, 0.2294, 0.0075, 0.3388, 0.0120, 0.0455, 0.4790
4429, LnDCac vs. LnDNcpv, Omega, 100, 0.3687, 0.5911, 0.2287, 2.5947, 1.0754, 2.9912, 0.1423, 0.4782
4430, LnDNcpv vs. LnDCac, Omega, 100, 0.6203, 0.5911, 0.2287, -0.7800, 2.9912, 1.0754, 0.1097, 0.4782
4431, LnDTps / LnDCac vs. LnTps1, Alpha, 88, 1.0419, 0.5911, 0.2294, 0.5614, 0.1879, 0.7571, 0.0418, 0.4789
4432, DNcpv / Cac1 vs. LnDNcpv, Eta, 17, 1.8933, 0.5911, 0.2546, 3.2170, 0.3691, 3.9158, 0.0601, 0.5046
4433, DPav / Pav0 vs. Pav1, Zeta, 12, -0.0373, 0.5912, 0.2697, 0.0758, 0.4244, 0.0599, 0.1559, -0.5193
4434, LnNcpv1 / LnPav0 vs. LnCac1, Theta, 23, -0.0037, 0.5912, 0.2457, 3.5716, 217.6839, 2.7681, 43.0737, -0.4957
4435, Cac1 / Ncpv1 vs. Tcpv0, Zeta, 12, 23.0641, 0.5913, 0.2697, 13.6088, 0.7837, 31.6833, 0.3258, 0.5193
4436, DPav / Tps1 vs. LnDNcpv, Theta, 23, 101.0294, 0.5913, 0.2456, 2.8612, 0.0052, 3.3850, 0.0009, 0.4956
4437, DCac / Ncpv0 vs. Cac1, Beta, 40, 317.9212, 0.5913, 0.2358, 65.8666, 0.1660, 118.6500, 0.0373, 0.4856
4438, LnNcpv1 / LnPav0 vs. LnTcpv1, Omega, 100, -0.0014, 0.5915, 0.2283, 2.2691, 479.0043, 1.6169, 62.4702, -0.4778
4439, LnDTcpv / LnCac0 vs. LnDTps, Alpha, 88, 0.8787, 0.5915, 0.2289, 0.1697, 0.1830, 0.3305, 0.0284, 0.4785
4440, LnDPav / LnPav1 vs. LnCac0, Alpha, 88, -4.3805, 0.5915, 0.2289, 3.2784, 0.3935, 1.5547, 0.0252, -0.4785
4441, DCac / Tps1 vs. Pav1, Omega, 100, 0.0053, 0.5916, 0.2282, 0.0358, 1.5048, 0.0439, 0.4109, 0.4777
4442, LnNcpv0 vs. LnDCac, Beta, 40, 0.6934, 0.5916, 0.2356, -0.9521, 4.6083, 2.2432, 0.1445, 0.4854
4443, DCac / Pav0 vs. LnDCac, Theta, 23, 0.0022, 0.5916, 0.2453, 0.9965, 142.9185, 1.3180, 32.3734, 0.4953
4444, LnNcpv1 / LnPav0 vs. LnCac1, Omega, 100, -0.0017, 0.5917, 0.2281, 2.6436, 479.0043, 1.8082, 62.4702, -0.4776
4445, LnDCac / LnNcpv1 vs. LnDPav, Alpha, 88, 0.0204, 0.5917, 0.2287, 0.0078, 0.2020, 0.0119, 0.0294, 0.4783
4446, Tps0 / Pav1 vs. LnDCac, Omega, 100, 0.0178, 0.5917, 0.2281, 0.6255, 25.2958, 1.0754, 3.8217, 0.4776
4447, LnNcpv1 / LnPav1 vs. LnDCac, Beta, 40, -0.0085, 0.5917, 0.2355, 3.1354, 105.1265, 2.2432, 11.7993, -0.4852
4448, DCac / Ncpv0 vs. Pav1, Theta, 23, -0.2266, 0.5917, 0.2452, 0.0658, 0.0581, 0.0527, 0.0153, -0.4952
4449, DCac / Tcpv1 vs. Pav0, Eta, 17, -0.0665, 0.5918, 0.2539, 0.1226, 0.5987, 0.0828, 0.0835, -0.5039
4450, DTcpv / Tps0 vs. Cac1, Omega, 100, 32.5195, 0.5918, 0.2280, 27.4910, 0.9625, 58.7900, 0.1776, 0.4775
4451, LnDTcpv / LnPav0 vs. DPav, Eta, 17, -0.0003, 0.5918, 0.2539, 0.0358, 41.3952, 0.0231, 5.4166, -0.5038
4452, LnDCac / LnPav1 vs. LnNcpv0, Theta, 23, -0.0105, 0.5918, 0.2451, 4.7456, 40.5249, 4.3184, 9.3386, -0.4951
4453, DCac / DPav vs. Cac0, Omega, 100, 0.0378, 0.5918, 0.2280, 31.1446, 506.0432, 50.2800, 127.9905, 0.4775
4454, Cac0 / Pav1 vs. Pav0, Beta, 40, 0.0000, 0.5919, 0.2353, 0.0348, 1046.9095, 0.0568, 152.4986, 0.4851
4455, Cac1 / Ncpv1 vs. Tps0, Theta, 23, 3.5831, 0.5919, 0.2450, 1.0415, 0.2797, 2.0435, 0.0625, 0.4950
4456, LnTcpv1 / LnPav1 vs. LnDPav, Theta, 23, -0.0001, 0.5921, 0.2448, 0.0228, 61.8118, 0.0150, 9.7787, -0.4948
4457, LnDNcpv / LnTcpv0 vs. LnNcpv0, Beta, 40, -0.2198, 0.5922, 0.2350, 4.9648, 1.6219, 4.6083, 0.3186, -0.4848
4458, LnCac0 / LnNcpv1 vs. DTcpv, Beta, 40, 13.1423, 0.5922, 0.2350, -0.0942, 0.6676, 8.6800, 0.0573, 0.4848
4459, LnDNcpv / LnPav1 vs. DTps, Theta, 23, -0.0091, 0.5922, 0.2447, 2.0815, 94.7282, 1.2174, 13.0235, -0.4947
4460, LnDPav / LnTps0 vs. LnDTcpv, Zeta, 12, -81.2383, 0.5923, 0.2686, 1.7036, 0.0088, 0.9847, 0.0020, -0.5183
4461, DTps / Cac0 vs. LnDNcpv, Zeta, 12, 1.4075, 0.5923, 0.2686, 2.8163, 0.0568, 2.8963, 0.1012, 0.5182
4462, Cac1 / Ncpv0 vs. Pav0, BetaUZeta, 52, 0.0210, 0.5923, 0.2320, 0.0377, 0.8410, 0.0553, 0.1282, 0.4817
4463, DCac / Ncpv0 vs. Tcpv1, Zeta, 12, 155.0787, 0.5923, 0.2685, 36.0987, -0.0070, 35.0167, 0.0517, 0.5182
4464, Tcpv0 / Pav0 vs. Tps0, Beta, 40, 0.0032, 0.5924, 0.2348, 1.6159, 534.9620, 3.3500, 69.7490, 0.4846
4465, LnCac0 / LnPav1 vs. LnDNcpv, Theta, 23, -0.0064, 0.5924, 0.2446, 3.7696, 60.0987, 3.3850, 13.8218, -0.4945
4466, DNcpv / Tcpv0 vs. DPav, Zeta, 12, 0.0001, 0.5924, 0.2684, 0.0069, 18.7136, 0.0093, 16.2798, 0.5181
4467, Ncpv0 / Ncpv1 vs. LnDNcpv, BetaUZeta, 52, -2.7185, 0.5925, 0.2319, 5.4225, 0.7272, 3.4457, 0.0233, -0.4815
4468, DNcpv / Ncpv1 vs. LnDNcpv, BetaUZeta, 52, 2.7185, 0.5925, 0.2319, 2.7040, 0.2728, 3.4457, 0.0233, 0.4815
4469, LnDTps / LnCac0 vs. LnNcpv1, Alpha, 88, 4.3407, 0.5926, 0.2279, 3.7457, 0.0664, 4.0338, 0.0149, 0.4774
4470, LnTps0 / LnNcpv1 vs. LnDTcpv, BetaUZeta, 52, 3.9003, 0.5927, 0.2317, 0.6765, 0.2357, 1.5959, 0.0186, 0.4813
4471, DTcpv / Tps1 vs. DNcpv, Gamma, 48, 114.9006, 0.5927, 0.2324, 16.3098, 0.0146, 17.9854, 0.0108, 0.4821
4472, LnNcpv0 / LnNcpv1 vs. LnTps1, Beta, 40, 4.5006, 0.5927, 0.2345, -2.6013, 0.9211, 1.5444, 0.0105, 0.4843
4473, Cac1 / Tcpv1 vs. DTcpv, Eta, 17, -11.1294, 0.5929, 0.2528, 44.6635, 2.6822, 14.8118, 0.1162, -0.5028
4474, DNcpv vs. DPav, Zeta, 12, 0.0003, 0.5929, 0.2679, 0.0013, 23.3083, 0.0093, 6.2171, 0.5176
4475, DPav vs. DNcpv, Zeta, 12, 774.5930, 0.5929, 0.2679, 16.0788, 0.0093, 23.3083, 0.0042, 0.5176
4476, LnCac0 vs. LnDPav, Omega, 100, 0.0024, 0.5929, 0.2269, 0.0080, 1.7051, 0.0121, 0.2223, 0.4764
4477, DNcpv / DPav vs. DCac, Theta, 23, -0.0011, 0.5930, 0.2440, 6.4026, 2529.5945, 3.6087, 281.2898, -0.4940
4478, DTps / DCac vs. LnDCac, Beta, 40, -0.9414, 0.5930, 0.2343, 2.5853, 0.3634, 2.2432, 0.1061, -0.4840
4479, LnDPav / LnTps0 vs. LnNcpv1, BetaUZeta, 52, 51.4766, 0.5930, 0.2313, 4.3430, 0.0104, 4.8800, 0.0010, 0.4810
4480, LnDCac / LnNcpv1 vs. DPav, Alpha, 88, 0.0207, 0.5930, 0.2275, 0.0079, 0.2020, 0.0120, 0.0294, 0.4769
4481, Cac1 / Ncpv1 vs. Tcpv1, Zeta, 12, 24.5593, 0.5931, 0.2678, 15.7704, 0.7837, 35.0167, 0.3258, 0.5175
4482, LnDTps / LnNcpv1 vs. LnPav1, Theta, 23, 0.1487, 0.5931, 0.2439, 0.0308, 0.1350, 0.0509, 0.0220, 0.4938
4483, LnNcpv0 / LnPav1 vs. LnDCac, Alpha, 88, -0.0039, 0.5931, 0.2274, 1.7668, 193.4339, 1.0196, 18.7507, -0.4769
4484, Tps1 / Pav1 vs. DCac, Theta, 23, 0.0493, 0.5931, 0.2438, 0.5370, 62.3105, 3.6087, 6.3000, 0.4938
4485, LnDTcpv / LnPav0 vs. LnDPav, Eta, 17, -0.0003, 0.5933, 0.2524, 0.0351, 41.3952, 0.0228, 5.4166, -0.5024
4486, LnCac0 / LnCac1 vs. LnDTcpv, BetaUZeta, 52, 1.2721, 0.5933, 0.2310, 0.6834, 0.7173, 1.5959, 0.0569, 0.4806
4487, LnDCac / LnTcpv1 vs. LnNcpv0, Eta, 17, -2.4772, 0.5934, 0.2523, 7.0996, 0.8474, 5.0004, 0.0360, -0.5023
4488, LnCac1 / LnPav0 vs. LnDTps, Beta, 40, -0.0039, 0.5934, 0.2339, 1.0151, 96.8879, 0.6405, 10.7957, -0.4836
4489, LnDCac / LnPav0 vs. LnDPav, Theta, 23, -0.0001, 0.5934, 0.2435, 0.0206, 59.3505, 0.0150, 12.8741, -0.4935
4490, Cac1 / Pav0 vs. DNcpv, Zeta, 12, 0.0078, 0.5935, 0.2673, 14.5943, 1119.7875, 23.3083, 413.0463, 0.5170
4491, LnCac0 / LnNcpv0 vs. DCac, Omega, 100, 26.3669, 0.5935, 0.2264, -1.0386, 0.3621, 8.5100, 0.0462, 0.4758
4492, LnDTcpv / LnCac1 vs. LnTcpv1, Alpha, 88, 1.7641, 0.5935, 0.2270, 1.0938, 0.2547, 1.5431, 0.0503, 0.4764
4493, LnTps1 / LnPav1 vs. DTps, Zeta, 12, 0.0406, 0.5936, 0.2672, -0.7845, 15.2264, -0.1667, 3.6007, 0.5169
4494, Tps0 / Tcpv0 vs. LnDNcpv, Zeta, 12, -0.3295, 0.5936, 0.2671, 3.0576, 0.4897, 2.8963, 0.4312, -0.5169
4495, Tps1 / Ncpv0 vs. DTps, Gamma, 48, 2.9517, 0.5937, 0.2314, 0.0636, 0.0137, 0.1042, 0.0073, 0.4811
4496, Tps1 / Ncpv0 vs. LnDTps, Gamma, 48, 2.0460, 0.5937, 0.2314, 0.0441, 0.0137, 0.0722, 0.0073, 0.4811
4497, LnNcpv0 / LnPav0 vs. LnDPav, Alpha, 88, -0.0000, 0.5938, 0.2268, 0.0172, 380.1385, 0.0119, 42.7576, -0.4762
4498, Tcpv0 / Tcpv1 vs. Ncpv0, Omega, 100, 104.0556, 0.5938, 0.2261, 33.9443, 0.4030, 75.8790, 0.0406, 0.4755
4499, Tcpv0 / Pav1 vs. Tps1, BetaUZeta, 52, 0.0043, 0.5939, 0.2305, 2.3787, 387.7713, 4.0385, 50.6274, 0.4801
4500, LnPav0 / LnPav1 vs. LnCac0, Beta, 40, 6.1664, 0.5939, 0.2334, -1.1069, 0.7342, 3.4204, 0.0245, 0.4831
4501, LnCac0 / LnTcpv1 vs. LnCac1, Zeta, 12, 1.6535, 0.5939, 0.2668, 0.9023, 0.9534, 2.4788, 0.2504, 0.5166
4502, Tps1 / Cac1 vs. Cac0, Eta, 17, -2077.6820, 0.5940, 0.2516, 263.4214, 0.0400, 180.2941, 0.0084, -0.5016
